Date,access1-0.1.rcp45,access1-0.1.rcp85,access1-3.1.rcp45,access1-3.1.rcp85,bcc-csm1-1.1.rcp26,bcc-csm1-1.1.rcp45,bcc-csm1-1.1.rcp60,bcc-csm1-1.1.rcp85,bcc-csm1-1-m.1.rcp45,bcc-csm1-1-m.1.rcp85,canesm2.1.rcp26,canesm2.2.rcp26,canesm2.3.rcp26,canesm2.4.rcp26,canesm2.5.rcp26,canesm2.1.rcp45,canesm2.2.rcp45,canesm2.3.rcp45,canesm2.4.rcp45,canesm2.5.rcp45,canesm2.1.rcp85,canesm2.2.rcp85,canesm2.3.rcp85,canesm2.4.rcp85,canesm2.5.rcp85,ccsm4.1.rcp26,ccsm4.2.rcp26,ccsm4.3.rcp26,ccsm4.4.rcp26,ccsm4.5.rcp26,ccsm4.1.rcp45,ccsm4.2.rcp45,ccsm4.3.rcp45,ccsm4.4.rcp45,ccsm4.5.rcp45,ccsm4.1.rcp60,ccsm4.2.rcp60,ccsm4.3.rcp60,ccsm4.4.rcp60,ccsm4.5.rcp60,ccsm4.1.rcp85,ccsm4.2.rcp85,ccsm4.3.rcp85,ccsm4.4.rcp85,ccsm4.5.rcp85,cesm1-bgc.1.rcp45,cesm1-bgc.1.rcp85,cesm1-cam5.1.rcp26,cesm1-cam5.2.rcp26,cesm1-cam5.3.rcp26,cesm1-cam5.1.rcp45,cesm1-cam5.2.rcp45,cesm1-cam5.3.rcp45,cesm1-cam5.1.rcp60,cesm1-cam5.3.rcp60,cesm1-cam5.1.rcp85,cesm1-cam5.2.rcp85,cesm1-cam5.3.rcp85,cmcc-cm.1.rcp45,cmcc-cm.1.rcp85,cnrm-cm5.1.rcp45,cnrm-cm5.1.rcp85,cnrm-cm5.2.rcp85,cnrm-cm5.4.rcp85,cnrm-cm5.6.rcp85,cnrm-cm5.10.rcp85,csiro-mk3-6-0.1.rcp26,csiro-mk3-6-0.2.rcp26,csiro-mk3-6-0.3.rcp26,csiro-mk3-6-0.4.rcp26,csiro-mk3-6-0.5.rcp26,csiro-mk3-6-0.6.rcp26,csiro-mk3-6-0.7.rcp26,csiro-mk3-6-0.8.rcp26,csiro-mk3-6-0.9.rcp26,csiro-mk3-6-0.10.rcp26,csiro-mk3-6-0.1.rcp45,csiro-mk3-6-0.2.rcp45,csiro-mk3-6-0.3.rcp45,csiro-mk3-6-0.4.rcp45,csiro-mk3-6-0.5.rcp45,csiro-mk3-6-0.6.rcp45,csiro-mk3-6-0.7.rcp45,csiro-mk3-6-0.8.rcp45,csiro-mk3-6-0.9.rcp45,csiro-mk3-6-0.10.rcp45,csiro-mk3-6-0.1.rcp60,csiro-mk3-6-0.2.rcp60,csiro-mk3-6-0.3.rcp60,csiro-mk3-6-0.4.rcp60,csiro-mk3-6-0.5.rcp60,csiro-mk3-6-0.6.rcp60,csiro-mk3-6-0.7.rcp60,csiro-mk3-6-0.8.rcp60,csiro-mk3-6-0.9.rcp60,csiro-mk3-6-0.10.rcp60,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,ec-earth.8.rcp26,ec-earth.12.rcp26,ec-earth.2.rcp45,ec-earth.8.rcp45,ec-earth.12.rcp45,ec-earth.6.rcp85,ec-earth.8.rcp85,ec-earth.12.rcp85,fgoals-g2.1.rcp26,fgoals-g2.1.rcp45,fgoals-g2.1.rcp85,fgoals-s2.2.rcp45,fgoals-s2.2.rcp85,fgoals-s2.3.rcp85,fio-esm.1.rcp26,fio-esm.2.rcp26,fio-esm.3.rcp26,fio-esm.1.rcp45,fio-esm.2.rcp45,fio-esm.3.rcp45,fio-esm.1.rcp60,fio-esm.2.rcp60,fio-esm.3.rcp60,fio-esm.1.rcp85,fio-esm.2.rcp85,fio-esm.3.rcp85,gfdl-cm3.1.rcp26,gfdl-cm3.1.rcp45,gfdl-cm3.1.rcp60,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp26,gfdl-esm2g.1.rcp45,gfdl-esm2g.1.rcp60,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp26,gfdl-esm2m.1.rcp45,gfdl-esm2m.1.rcp60,gfdl-esm2m.1.rcp85,giss-e2-h-cc.1.rcp45,giss-e2-r.1.rcp26,giss-e2-r.1.rcp45,giss-e2-r.2.rcp45,giss-e2-r.3.rcp45,giss-e2-r.4.rcp45,giss-e2-r.5.rcp45,giss-e2-r.1.rcp60,giss-e2-r.1.rcp85,giss-e2-r-cc.1.rcp45,hadgem2-ao.1.rcp26,hadgem2-ao.1.rcp45,hadgem2-ao.1.rcp60,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp45,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp26,hadgem2-es.2.rcp26,hadgem2-es.3.rcp26,hadgem2-es.4.rcp26,hadgem2-es.1.rcp45,hadgem2-es.2.rcp45,hadgem2-es.3.rcp45,hadgem2-es.4.rcp45,hadgem2-es.1.rcp60,hadgem2-es.2.rcp60,hadgem2-es.3.rcp60,hadgem2-es.4.rcp60,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,inmcm4.1.rcp45,inmcm4.1.rcp85,ipsl-cm5a-lr.1.rcp26,ipsl-cm5a-lr.2.rcp26,ipsl-cm5a-lr.3.rcp26,ipsl-cm5a-lr.1.rcp45,ipsl-cm5a-lr.2.rcp45,ipsl-cm5a-lr.3.rcp45,ipsl-cm5a-lr.4.rcp45,ipsl-cm5a-lr.1.rcp60,ipsl-cm5a-lr.1.rcp85,ipsl-cm5a-lr.2.rcp85,ipsl-cm5a-lr.3.rcp85,ipsl-cm5a-lr.4.rcp85,ipsl-cm5a-mr.1.rcp26,ipsl-cm5a-mr.1.rcp45,ipsl-cm5a-mr.1.rcp60,ipsl-cm5a-mr.1.rcp85,ipsl-cm5b-lr.1.rcp45,ipsl-cm5b-lr.1.rcp85,miroc-esm.1.rcp26,miroc-esm.1.rcp45,miroc-esm.1.rcp60,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp26,miroc-esm-chem.1.rcp45,miroc-esm-chem.1.rcp60,miroc-esm-chem.1.rcp85,miroc5.1.rcp26,miroc5.1.rcp45,miroc5.1.rcp60,miroc5.1.rcp85,mpi-esm-lr.1.rcp26,mpi-esm-lr.2.rcp26,mpi-esm-lr.3.rcp26,mpi-esm-lr.1.rcp45,mpi-esm-lr.2.rcp45,mpi-esm-lr.3.rcp45,mpi-esm-lr.1.rcp85,mpi-esm-lr.2.rcp85,mpi-esm-lr.3.rcp85,mpi-esm-mr.1.rcp26,mpi-esm-mr.1.rcp45,mpi-esm-mr.1.rcp85,mri-cgcm3.1.rcp26,mri-cgcm3.1.rcp45,mri-cgcm3.1.rcp85,noresm1-m.1.rcp26,noresm1-m.1.rcp45,noresm1-m.1.rcp60,noresm1-m.1.rcp85,noresm1-me.1.rcp26,noresm1-me.1.rcp45,noresm1-me.1.rcp60,noresm1-me.1.rcp85
9/1/87,2.479,3.033,0.903,1.181,4.329,2.145,1.472,2.707,1.607,0.934,1.115,1.104,1.206,0.679,2.845,5.477,1.306,1.423,2.027,4.411,5.231,5.739,7.751,2.382,5.571,0.962,0.407,2.761,1.473,0.518,0.933,2.143,0.737,1.489,1.285,3.249,2.28,2.571,1.483,4.361,2.393,1.886,2.395,2.286,3.134,2.197,4.253,3.962,1.359,1.999,3.077,4.407,2.815,5.257,1.092,6.106,0.973,1.999,4.406,3.358,4.222,4.709,2.681,4.714,4.115,5.814,1.709,0.615,2.072,3.554,3.002,2.457,3.317,1.863,4.902,4.104,4.332,1.347,1.134,3.303,4.335,5.855,4.311,4.283,6.316,3.158,2.9,2.178,8.144,1.295,1.015,3.71,6.861,3.997,2.195,4.198,0.346,3.135,3.068,1.523,2.374,1.904,3.679,1.258,2.437,0.322,1.773,5.517,1.105,1.202,4.416,1.345,7.064,2.5,1.195,2.676,0.426,1.909,2.877,4.237,3.941,0.945,4.509,2.082,1.984,1.985,2.804,2.339,3.614,5.006,8.715,1.514,2.793,3.238,3.482,5.921,3.603,2.347,6.265,6.356,2.54,1.592,1.869,0.916,2.43,7.26,5.712,5.03,1.275,2.028,4.401,2.695,4.756,1.128,0.355,4.638,2.622,2.998,2.253,1.182,3.034,3.099,2.717,1.941,3.583,8.847,9.233,5.191,3.487,6.397,2.226,3.208,1.234,1.844,2,13.691,4.51,1.556,2.116,1.725,0.287,2.395,2.243,3.778,1.279,1.581,2.125,3.016,3.456,3.828,2.378,3.269,1.988,2.605,4.852,3.181,2.166,3.866,1.614,4.392,1.808,0.923,0.944,1.793,2.497,1.163,5.957,2.831,3.731,3.984,2.079,1.877,5.586,3.827,2.395,1.954,2.23,1.767,4.857,1.661,0.344,3.905,4.436,1.879,1.039,2.633,2.165,5.677,6.065,4.265,1.325
10/1/87,1.394,1.246,2.441,3.499,13.275,2.688,14.248,2.796,3.991,2.966,2.149,8.805,3.004,2.155,3.086,4.39,3.06,1.983,3.449,3.751,1.497,8.862,3.212,2.591,4.778,5.623,0.721,0.871,3.426,2.208,2.345,0.394,5.603,0.885,2.018,0.994,0.492,2.952,2.498,1.454,5.286,0.922,4.391,10.459,0.69,8.544,10.236,0.74,4.124,2.698,2.784,1.762,1.907,8.132,1.099,4.602,4.935,2.698,2.049,2.326,1.866,0.11,0.902,0.717,0.627,3.506,2.593,4.204,2.851,5.61,1.037,0.247,5.475,1.506,1.254,0.501,1.025,5.798,3.836,6.293,1.428,1.226,1.895,1.967,3.871,1.242,2.891,5.767,0.849,1.104,0.001,1.668,1.72,4.284,5.673,2.739,1.308,7.437,3.027,2.757,2.446,0.83,2.561,8.493,0.692,0.96,2.559,0.396,3.198,5.933,0.344,3.052,2.958,1.97,5.66,1.71,0.69,3.646,1.145,1.157,0.676,1.158,3.282,0.007,7.139,3.046,2.996,3.662,1.522,2.453,3.204,1.269,1.986,0.976,2.737,1.435,1.708,2.935,7.076,0.802,2.131,0.001,0.669,0.549,4.727,2.709,3.03,1.938,0.94,2.495,0.751,2.973,2.681,1.797,3.72,0.805,3.701,1.44,2.016,1.356,5.83,1.02,0.232,7.122,1.445,0.707,1.525,0.631,5.483,1.117,0.286,0.096,0.501,0.001,1.818,6.725,8.656,8.49,3.096,7.272,3.147,2.213,2.741,10.088,3.03,9.353,0.392,1.232,0.191,0.082,0.366,1.688,0.895,0.902,3.615,1.968,9.661,0.775,7.059,5.672,0.804,2.523,2.706,3.14,4.243,3.581,8.257,0.531,3.492,1.583,1.684,0.001,0.906,1.061,5.187,3.057,1.772,2.187,2.897,2.589,3.667,2.527,3.222,0.714,1.716,1.963,0.708,10.939,9.295,0.099,7.715
11/1/87,1.318,0.172,1.787,0.069,0.805,4.001,1.671,4.704,1.608,5.83,1.761,0.985,2.182,2.332,1.28,0.601,1.306,0.203,1.332,1.884,1.625,1.644,1.676,2.637,1.944,2.872,0.717,2.615,0.697,1.029,2.176,1.293,0.971,3.12,3.083,3.159,2.747,1.722,3.278,2.797,2.23,8.736,1.459,1.77,1.293,0.59,4.186,0.018,2.526,1.114,1.833,2.302,1.728,0.136,2.427,0.192,4.402,1.114,1.187,0.716,2.073,0.028,1.542,0.052,0.64,0.016,1.369,3.193,4.154,1.497,2.672,2.41,1.689,1.741,4.387,1.71,1.159,1.035,5.319,2.28,2.963,1.436,1.924,2.576,1.262,0.529,2.38,1.93,3.19,0.524,2.508,1.898,1.542,3.171,0.637,0.014,0.071,0.779,1.973,0.756,2.852,2.153,0.776,0.113,0.142,0.751,1.913,1.233,2.591,1.96,1.934,8.348,2.99,4.882,4.765,1.813,0.246,1.744,1.798,3.967,4.276,2.652,1.175,2.13,6.526,1.26,1.959,3.197,1.528,1.149,1.217,1.866,0.122,0.113,0.121,1.409,0.088,3.075,2.056,2.457,1.984,1.875,0.96,1.189,3.402,4.101,1.903,2.029,3.028,1.418,2.723,1.208,2.169,1.38,0.025,2.492,2.314,2.939,1.638,0.933,1.374,1.962,1.984,1.454,1.357,2.013,1.942,0.651,2.5,2.15,5.606,2.22,1.852,1.835,1.322,0.495,4.319,4.015,2.85,2.517,4.46,1.303,0.741,2.116,0.613,1.203,0.471,1.262,1.655,0.721,0.864,0.751,1.179,0.677,1.825,2.766,3.927,2.929,1.492,1.313,2.504,0.722,0.265,0.233,3.138,0.065,1.511,1.339,1.878,1.967,5.715,1.187,2.928,0.56,0.639,5.921,2.129,0.934,2.634,1.187,3.108,1.9,0.394,0.341,2.595,1.23,2.781,1.083,1.104,1.902,2.227
12/1/87,1.731,1.469,3.127,0.572,4.295,8.728,0.742,2.038,4.182,0.802,2.901,1.809,1.265,1.648,1.495,1.71,0.283,5.252,3.219,0.515,0.665,1.269,0.812,3.243,0.764,1.031,0.354,0.666,1.01,1.121,0.566,3.545,1.513,0.702,0.533,8.675,1.113,2.328,1.219,3.343,6.479,2.193,1.625,6.011,1.043,4.107,1.023,1.403,1.364,0.475,0.548,0.74,0.047,5.58,1.554,1.757,1.326,0.475,0.779,0.411,0.112,3.039,0.518,2.658,3.563,1.982,0.959,1.023,0.364,0.978,0.317,3.976,1.343,2.837,3.492,1.102,4.215,0.136,0.912,0.604,0.277,0.544,3.239,1.66,0.533,1.265,0.992,0.18,1.52,0.36,1.369,1.22,1.846,0.823,1.509,0.717,0.868,0.092,1.715,1.525,0.12,0.649,0.047,0.047,0.637,0.047,1.182,8.365,3.13,1.147,1.966,1.36,2.618,2.982,1.524,0.815,0.797,1.741,0.909,0.546,0.807,3.577,0.975,0.369,1.969,1.551,0.218,0.337,1.83,3.619,8.21,0.613,0.159,2.057,0.865,0.982,0.429,1.56,3.313,0.985,0.494,0.722,0.52,0.285,0.325,1.785,1.812,2.076,0.944,1.369,2.783,3.07,1.541,1.888,1.107,1.59,1.016,3.418,5.191,2.322,1.731,1.209,0.823,1.139,6.287,2.948,1.568,1.519,1.677,10.857,1.824,2.754,0.746,0.754,1.589,0.506,1.219,0.428,0.662,2.112,0.322,1.062,1.308,7.193,0.485,2.08,0.152,1.684,1.615,0.137,0.261,0.569,1.248,0.617,0.782,0.584,3.334,0.963,0.71,2.212,2.169,0.43,6.214,1.498,6.889,1.62,0.92,1.856,0.319,2.776,1.86,0.766,2.661,3.821,5.908,1.81,3.532,4.457,1.47,1.512,3.782,0.653,0.763,1.715,1.663,1.293,1.312,0.696,2.076,3.383,0.114
1/1/88,1.002,1.55,5.622,2.086,2.685,2.532,2.674,1.384,0.683,1.051,1.315,1.29,0.054,1.137,5.259,1.25,0.842,5.674,1.204,3.708,0.827,0.311,0.38,0.416,2.549,1.02,1.08,0.408,3.075,1.335,1.126,0.264,1.271,1.238,1.434,2.398,0.326,1.805,1.691,1.102,1.149,2.338,0.215,0.999,3.25,1.416,1.418,5.535,0.989,1.392,1.604,0.779,0.17,4.025,3.605,0.719,1.341,1.392,1.389,1.778,0.484,1.329,0.313,1.517,0.566,1.166,2.62,0.232,0.667,1.349,0.762,3.62,1.596,0.262,1.95,1.45,1.03,0.15,0.657,1.56,0.768,1.67,0.812,1.792,1.103,2.797,0.506,2.322,0.379,1.861,0.025,2.347,0.446,0.989,0.158,0.633,0.863,0.05,0.38,0.013,0.238,0.019,0.826,2.817,3.226,0.201,0.825,1.145,4.025,1.156,3.067,2.337,1.718,0.912,0.622,0.739,0.348,0.042,0.151,1.311,1.358,2.084,3.977,0.797,3.49,2.515,0.395,0.758,0.277,2.007,1.588,1.317,1.139,0.076,0.319,1.575,3.378,3.383,1.888,1.897,4.346,0.417,1.749,1.893,1.1,2.303,0.135,0.74,2.224,2.132,2.143,0.298,0.81,0.211,0.514,0.335,1.184,0.786,0.551,1.549,5.877,2.945,0.927,6.324,3.124,5.042,0.588,1.197,0.651,1.657,0.258,0.618,4.613,1.062,2.733,0.242,0.532,0.364,0.762,4.039,0.282,1.185,0.691,1.214,2.447,1.613,0.297,0.337,5.209,0.068,0.023,0.338,6.578,0.029,2.567,0.779,2.443,0.013,0.778,6.336,0.72,0.642,0.625,3.389,2.766,1.263,0.289,1.002,2.892,2.055,1.449,0.784,2.206,1.581,0.049,0.497,1.212,1.081,0.752,4.853,0.672,0.765,5.973,2.329,1.247,0.488,1.605,1.199,0.749,1.624,0.013
2/1/88,0.12,1.817,0.27,1.852,1.381,1.372,1.483,2.653,3.484,9.208,1.446,0.733,3.448,0.544,2.534,2.265,0.871,5.192,4.486,0.207,0.977,3.024,1.809,1.03,2.31,2.787,1.669,2.215,1.584,1.985,0.269,0.911,1.354,2.494,3.019,5.214,1.544,2.612,1.508,3.227,0.498,5.309,3.402,1.095,0.9,1.533,0.308,1.228,2.119,0.099,0.398,3.55,0.724,1.334,1.852,1.72,5.112,0.099,5.165,0.599,1.21,1.856,1.434,3.149,1.822,0.201,0.678,1.796,1.898,5.638,3.341,0.551,1.713,1.749,2.3,0.167,0.08,3.361,1.552,2.326,0.457,1.914,1.925,0.512,1.216,2.265,1.69,2.208,2.275,2.247,5.732,3.194,5.023,1.272,2.235,1.875,1.913,2.941,1.353,2.494,0.474,0.726,0.128,5.647,2.672,1.112,0.337,1.686,2.978,2.525,1.39,4.128,2.939,5.909,0.537,2.336,1.018,5.234,0.408,1.429,1.632,2.426,1.854,0.143,2.507,2.512,1.9,0.729,1.301,1.817,4.269,0.653,0.08,1.407,1.211,2.932,4.132,3.308,6.401,3.202,3.439,0.784,2.228,2.717,1.621,2.29,0.857,2.485,3.802,2.782,2.003,2.26,3.12,3.452,0.262,0.332,0.267,0.341,1.175,3.168,0.803,1.768,2.229,3.901,4.76,0.277,2.612,0.481,1.778,1.201,2.25,3.189,3.067,0.621,3.916,1.001,0.367,0.41,1.376,6.465,1.964,4.004,0.27,0.1,3.564,0.215,1.779,5.089,0.088,0.093,3.156,4.653,2.225,1.711,0.931,2.727,6.228,2.23,3.42,2.246,4.052,2.016,2.836,1.661,3.271,0.236,0.796,1.854,1.735,1.111,1.537,2.776,7.77,0.734,0.625,4.696,4.63,5.195,1.033,2.201,1.011,1.154,2.452,1.185,1.663,2.581,1.565,1.313,2.317,0.876,2.938
3/1/88,0.205,0.821,3.623,0.903,1.864,0.66,1.69,0.375,0.929,2.568,2.375,0.154,0.352,4.051,1.531,0.391,1.486,1.348,1.75,0.82,0.62,0.584,0.285,1.928,2.818,1.812,0.799,0.156,0.529,2.627,1.803,2.08,1.996,0.64,3.425,2.447,1.891,2.833,0.378,3.334,0.97,0.192,4.737,1.22,1.751,2.335,0.642,0.332,1.602,0.213,3.521,0.421,1.975,0.943,0.258,2.156,1.769,0.213,3.167,0.223,2.364,0.635,0.168,3.36,0.223,0.226,5.556,2.674,0.386,0.717,4.424,0.922,0.708,0.701,1.292,0.263,0.858,2.06,0.25,1.777,2.386,0.972,0.197,0.19,2.757,1.962,0.673,1.302,1.023,0.714,0.8,0.822,1.078,1.163,1.125,0.554,0.285,0.419,0.54,0.3,1.634,1.003,1.411,0.896,0.837,0.79,0.894,0.684,0.568,0.276,1.913,0.58,0.724,2.361,2.358,3.458,0.311,2.64,2.112,2.068,3.378,2.391,0.878,1.82,0.283,1.322,0.813,0.695,0.56,0.152,0.682,0.61,0.629,0.26,1.883,0.179,3.574,0.605,0.568,0.543,0.791,0.786,0.425,1.031,1.39,3.491,0.862,2.876,0.57,0.535,0.744,1.668,1.689,2.486,0.47,1.709,0.263,0.358,0.911,1.79,0.279,1.837,0.424,1.55,1.249,0.266,0.232,0.952,1.694,1.52,0.511,0.996,1.536,2.986,0.357,1.709,2.408,0.862,1.379,0.327,5.134,1.836,0.638,1.035,0.726,1.331,0.334,1.746,0.167,2.827,1.738,1.257,0.395,0.223,2.058,0.515,1.515,0.7,0.316,2.465,1.685,0.42,0.617,2.046,0.913,3.076,0.152,0.675,0.569,0.3,2.17,2.158,2.497,0.88,0.237,1.046,1.619,1.715,0.152,3.195,0.299,0.777,2.167,3.291,1.983,0.496,0.152,1.386,1.32,2.654,1.778
4/1/88,2.512,4.172,3.961,2.51,3.188,1.18,3.17,1.619,2.036,6.575,0.822,1.336,1.453,1.039,0.554,2.238,1.65,1.466,1.277,2.805,1.204,3.936,0.117,2.94,0.89,4.179,1.603,2.907,0.317,2.603,3.064,1.454,0.809,2.271,0.738,2.77,7.442,2.745,1.178,4.397,7.276,0.207,3.337,0.427,1.714,1.192,1.661,4.086,7.526,5.366,2.387,3.068,2.558,0.287,0.794,0.23,0.387,5.366,1.399,5.132,0.253,3.529,2.902,2.218,0.413,1.673,2.426,2.915,8.106,1.628,1.68,1.085,1.634,1.419,2.088,0.68,3.285,3.228,1.222,2.873,1.531,0.862,10.756,0.845,0.794,3.152,0.104,3.578,2.997,1.55,1.49,1.196,2.652,2.704,1.954,0.727,4.425,1.146,1.844,7.501,2.18,1.709,2.099,2.51,0.965,1.235,1.153,1.642,5.923,1.098,2.039,1.754,2.423,2.955,3.305,4.738,2.144,0.723,0.75,0.13,3.149,1.278,0.404,2.215,2.456,1.253,4.172,0.104,0.937,1.951,4.982,1.252,2.689,2.655,2.857,2.811,5.551,1.248,2.959,3.371,1.635,1.257,1.716,3.149,1.555,0.142,1.485,7.211,1.887,7.202,6.4,4.369,1.096,2.904,1.331,0.104,1.976,0.176,2.175,2.268,2.676,2.025,4.606,4.96,1.465,5.743,3.528,2.889,2.871,1.038,1.674,5.173,2.411,1.064,1.552,0.899,5.107,0.51,1.586,1.454,2.452,3.089,3.757,1.157,0.5,1.371,0.67,0.307,0.108,0.106,1.025,0.84,3.172,1.751,2.135,1.84,3.033,4.391,0.219,3.736,1.348,1.121,1.361,4.145,1.201,1.694,2.157,1.357,0.717,1.515,1.276,0.971,3.533,1.632,1.039,1.729,2.833,0.481,1.095,8.638,7.578,2.638,1.233,3.246,2.007,2.086,3.581,0.107,2.041,1.494,1.976
5/1/88,2.296,1.302,2.698,4.696,3.218,1.78,2.267,5.356,8.132,0.854,3.118,5.946,3.082,2.635,0.574,1.146,4.656,7.591,2.906,5.089,4.673,4.527,6.415,1.907,1.894,12.48,3.01,7.587,1.31,1.795,4.091,1.71,5.103,1.699,5.183,5.367,2.73,1.258,4.722,3.03,4.487,6.448,4.468,1.094,3.813,3.833,3.946,0.487,2.552,1.912,4.489,5.805,2.012,3.757,2.324,5.276,4.14,1.912,3.727,2.518,1.557,1.026,1.475,4.417,2.869,2.364,3.018,2.719,1.851,5.092,4.816,4.763,9.883,2.441,4.404,1.243,1.448,2.812,4.723,5.883,2.269,2.801,6.492,1.252,1.444,3.714,1.436,2.084,6.526,2.951,0.891,1.577,1.949,2.132,2.569,3.423,3.923,2.697,4.365,7.411,3.89,0.597,4.143,4.087,1.503,2.943,5.633,3.802,5.72,5.566,3.131,0.963,2.673,10.563,8.597,4.953,6.269,2.072,2.215,2.344,5.516,6.012,5.727,6.506,1.906,1.546,3.063,1.289,3.307,4.106,4.966,1.685,2.838,1.333,2.098,5.307,2.852,5.561,1.029,2.97,3.205,1.211,1.165,1.428,2,1.693,3.204,3.732,2.877,1.369,3.907,1.346,2.607,3.947,4.087,5.68,2.821,2.12,6.077,1.925,1.819,1.876,2.761,4.676,4.039,1.986,0.901,4.593,2.863,4.216,2.903,1.753,4.675,0.832,1.068,3.539,2.295,0.487,2.042,2.894,2.769,2.711,1.885,5.216,2.667,2.264,3.022,4.783,2.259,2.109,5.935,2.471,2.082,1.941,6.404,0.845,5.652,2.931,3.543,3.171,1.742,1.296,2.305,4.583,1.375,4.661,1.68,0.978,3.57,5.401,2.648,2.642,3.743,5.467,1.589,1.12,4.795,4.453,4.351,6.083,1.313,0.723,4.486,4.536,1.871,2.111,4.222,5.731,3.315,3.068,4.075
6/1/88,3.313,1.471,1.133,3.252,1.823,3.279,1.169,2.562,5.363,3.316,4.163,4.419,1.021,0.351,1.824,1.247,0.115,3.166,4.072,2.525,1.594,3.401,3.68,3.153,2.717,1.27,1.15,1.956,3.853,1.998,4.367,0.784,1.892,2.777,1.764,4.456,0.872,0.447,3.557,1.735,3.185,5.41,1.719,7.995,0.271,5.952,1.841,1.388,2.628,4.177,1.902,4.277,1.631,1.605,3.197,4.03,1.564,4.177,5.338,4.691,1.342,2.325,3.225,2.969,6.683,8.245,2.236,1.412,2.199,0.94,3.78,3.443,0.215,1.614,1.129,0.646,3.736,8.749,0.567,0.861,2.424,3.596,13.411,1.473,4.088,1.861,2.853,8.506,2.711,4.357,3.159,3.954,4.877,1.553,0.144,0.971,4.877,2.63,0.1,0.376,2.76,4.593,8.056,1.404,3.47,2.71,3.949,4.392,6.247,5.227,1.151,9.106,11.161,6.115,0.585,3.053,6.021,1.312,1.052,0.707,2.091,3.642,3.865,7.743,2.397,4.413,3.492,8.34,0.1,1.038,1.868,1.829,2.674,2.132,1.508,2.13,4.083,2.526,0.1,1.668,1.217,3.144,3.5,4.234,4.172,3.168,0.539,2.463,6.101,1.049,2.649,1.508,0.56,1.276,0.1,2.461,3.964,0.968,2.666,2.449,3.364,1.952,2.513,6.823,1.416,2.115,4.882,4.228,2.278,3.499,2.874,1.551,1.795,5.25,0.909,3.175,2.462,3.962,1.494,0.755,0.847,2.648,2.836,3.095,2.606,0.558,0.445,0.976,2.581,1.529,0.65,3.611,0.307,2.597,3.291,2.012,2.122,2.041,1.908,0.293,0.745,4.96,4.141,0.479,5.046,3.32,1.4,2.776,1.79,0.902,4.19,2.865,5.366,2.388,6.139,12.478,4.436,1.026,3.294,4.343,3.455,2.542,9.178,7.295,3.006,1.457,4.077,1.576,3.491,2.058,18.852
7/1/88,2.545,1.879,0.51,0.585,0.27,1.334,0.308,0.264,1.297,1.314,4.527,1.463,4.771,1.329,2.022,0.256,2.025,1.204,0.431,1.457,0.107,1.669,2.77,1.912,1.158,0.544,1.134,1.687,2.135,1.49,2.432,0.448,1.451,3.466,2.813,4.723,0.272,1.162,2.599,2.433,0.319,2.175,1.721,1.152,0.789,1.115,0.98,1.468,1.715,0.875,3.328,1.877,0.333,1.323,0.488,0.054,0.157,0.875,1.85,1.56,0.752,0.422,0.832,0.1,0.423,1.361,0.756,0.474,0.503,1.222,0.423,3.118,0.274,0.279,1.463,0.128,1.585,1.101,0.31,1.963,1.452,3.343,0.487,2.254,0.746,2.105,0.425,2.874,1.195,1.278,1.725,0.887,2.574,0.78,0.831,0.235,0.32,5.747,0.416,1.139,0.347,0.483,2.133,3.139,0.296,0.205,0.159,3.614,1.64,4.013,3.015,2.971,2.435,2.998,0.523,0.316,0.9,1.792,0.432,0.479,3.618,1.639,0.128,0.416,1.053,0.092,1.564,2.647,1.068,0.267,1.693,1.708,0.623,3.74,0.02,0.366,2.674,1.322,0.306,1.747,1.648,1.627,0.114,3.281,0.444,3.022,1.488,2.854,1.398,1.903,4.585,4.498,2.544,0.266,0.807,0.211,1.896,2.304,0.322,0.457,0.333,0.504,0.557,0.939,1.225,1.996,1.568,2.242,0.724,0.377,1.708,0.764,0.629,0.481,0.314,0.351,1.627,2.788,1.178,0.574,1.062,0.49,4.481,1.338,1.409,0.774,1.156,1.222,4.741,4.662,0.807,0.63,0.876,0.384,0.477,3.31,1.197,2.486,0.08,0.258,1.432,1.406,1.924,1.044,0.492,0.715,0.343,0.929,0.655,0.619,2.782,0.823,1.577,0.065,0.816,0.868,0.061,1.422,2.222,0.315,2.183,2.086,1.035,0.472,0.988,0.394,0.432,0.585,0.916,0.214,1.382
